,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
25,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.1794707535429403-0.522939665237224j),(4.6181329617334725-0.7949814629520172j),(-1.1794707535429403-0.5229396652372238j),0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.1794707535429403+0.522939665237224j),(-4.6181329617334725+0.7949814629520172j),(1.1794707535429403+0.5229396652372238j),0j,0j,0j
26,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.17947075354294-0.5229396652372239j),(-1.1794707535429412-0.5229396652372242j),(4.6181329617334725-0.7949814629520167j),0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.17947075354294+0.5229396652372239j),(1.1794707535429412+0.5229396652372242j),(-4.6181329617334725+0.7949814629520167j),0j,0j,0j
27,0j,0j,0j,0j,0j,0j,(-1.145122048713913+3.30060072017294j),(0.4858575444702453-1.2202912695704773j),(0.2660589089960435-0.9122168481802744j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(10011.062659205132-16.653438925703256j),(-3.41195025083534+4.587432553680445j),(-2.7525544836771045+3.663209484705728j),0j,0j,0j,(-2.2902433718787236+6.601199349085928j),(0.9717147811012472-2.4405817659646516j),(0.532117649417216-1.8244331183801372j),(-7.6272937845388+6.751638856444386j),(1.9543779252638478-0.9265595181453157j),(1.954377925263845-0.9265595181453166j),(-10000+0j),(-0-0j),(-0-0j)
28,0j,0j,0j,0j,0j,0j,(0.4858575444702459-1.220291269570479j),(-1.002711177784679+3.127645165251168j),(0.12630483074865714-0.6967002772141261j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.4119502508353388+4.587432553680449j),(10010.68752512435-16.09720899020593j),(-2.342818974992779+3.0025149289671944j),0j,0j,0j,(0.9717147811012481-2.440581765964655j),(-2.005421720251761+6.255288348826998j),(0.2526095814706008-1.3934001129991005j),(1.9543779252638447-0.9265595181453141j),(-7.679392226313429+6.714275476127765j),(1.9639045627735208-0.9124145387539677j),(-0-0j),(-10000+0j),(-0-0j)
29,0j,0j,0j,0j,0j,0j,(0.2660589089960426-0.9122168481802734j),(0.12630483074865817-0.6967002772141273j),(-0.886718433010635+2.950593748794303j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.7525544836771014+3.6632094847057255j),(-2.3428189749927815+3.002514928967196j),(10010.339546963522-15.56605485301508j),0j,0j,0j,(0.5321176494172152-1.8244331183801372j),(0.25260958147060186-1.393400112999103j),(-1.773436304196653+5.901185628093009j),(1.9543779252638436-0.926559518145315j),(1.9639045627735214-0.9124145387539659j),(-7.679392226313425+6.714275476127769j),(-0-0j),(-0-0j),(-10000+0j)
30,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(10.318622281694813-7.767820638196195j),(-2.4207580373038766+3.0032500320436952j),(-1.0777463509264957+2.4584941722175477j),0j,0j,0j,0j,0j,0j,(-10.318622281694813+7.767820638196195j),(2.4207580373038766-3.0032500320436952j),(1.0777463509264957-2.4584941722175477j)
31,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.420758037303875+3.003250032043694j),(11.447227878455905-8.090606867182348j),(-2.420758037303874+3.0032500320436917j),0j,0j,0j,0j,0j,0j,(2.420758037303875-3.003250032043694j),(-11.447227878455905+8.090606867182348j),(2.420758037303874-3.0032500320436917j)
32,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.0777463509264917+2.458494172217545j),(-2.4207580373038735+3.0032500320436943j),(10.318622281694813-7.767820638196192j),0j,0j,0j,0j,0j,0j,(1.0777463509264917-2.458494172217545j),(2.4207580373038735-3.0032500320436943j),(-10.318622281694813+7.767820638196192j)
33,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.2902433718787236+6.601199349085928j),(0.9717147811012472-2.4405817659646516j),(0.532117649417216-1.8244331183801372j),0j,0j,0j,(2.2902433718787236-6.601199349085928j),(-0.9717147811012472+2.4405817659646516j),(-0.532117649417216+1.8244331183801372j),0j,0j,0j,0j,0j,0j
34,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.9717147811012481-2.440581765964655j),(-2.005421720251761+6.255288348826998j),(0.2526095814706008-1.3934001129991005j),0j,0j,0j,(-0.9717147811012481+2.440581765964655j),(2.005421720251761-6.255288348826998j),(-0.2526095814706008+1.3934001129991005j),0j,0j,0j,0j,0j,0j
35,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.5321176494172152-1.8244331183801372j),(0.25260958147060186-1.393400112999103j),(-1.773436304196653+5.901185628093009j),0j,0j,0j,(-0.5321176494172152+1.8244331183801372j),(-0.25260958147060186+1.393400112999103j),(1.773436304196653-5.901185628093009j),0j,0j,0j,0j,0j,0j
36,0j,0j,0j,(-7.67817038974149+6.713170245107449j),(1.962178572367119-0.9159817395151149j),(1.9621785723671188-0.9159817395151149j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.618132961733471+0.7949814629520167j),(1.1794707535429405+0.5229396652372238j),(1.179470753542941+0.5229396652372236j),(-7.6272937845388+6.751638856444386j),(1.9543779252638478-0.9265595181453157j),(1.954377925263845-0.9265595181453166j),0j,0j,0j,0j,0j,0j,(19.92359713601376-14.259790564503852j),(-5.096027251173908+1.3196015924232067j),(-5.096027251173905+1.3196015924232078j),0j,0j,0j
37,0j,0j,0j,(1.9621785723671155-0.9159817395151137j),(-7.678170389741491+6.713170245107446j),(1.9621785723671137-0.9159817395151123j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.1794707535429403+0.522939665237224j),(-4.6181329617334725+0.7949814629520172j),(1.1794707535429403+0.5229396652372238j),(1.9543779252638447-0.9265595181453141j),(-7.679392226313429+6.714275476127765j),(1.9639045627735208-0.9124145387539677j),0j,0j,0j,0j,0j,0j,(-5.096027251173901+1.3196015924232039j),(19.975695577788393-14.222427184187229j),(-5.105553888683574+1.3054566130318563j),0j,0j,0j
38,0j,0j,0j,(1.9621785723671152-0.9159817395151132j),(1.9621785723671152-0.9159817395151157j),(-7.678170389741493+6.713170245107447j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.17947075354294+0.5229396652372239j),(1.1794707535429412+0.5229396652372242j),(-4.6181329617334725+0.7949814629520167j),(1.9543779252638436-0.926559518145315j),(1.9639045627735214-0.9124145387539659j),(-7.679392226313425+6.714275476127769j),0j,0j,0j,0j,0j,0j,(-5.096027251173899+1.3196015924232043j),(-5.105553888683578+1.3054566130318574j),(19.97569557778839-14.222427184187232j),0j,0j,0j
39,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-10000+0j),(-0-0j),(-0-0j),(-10.318622281694813+7.767820638196195j),(2.4207580373038766-3.0032500320436952j),(1.0777463509264957-2.4584941722175477j),0j,0j,0j,0j,0j,0j,(10010.318622281695-7.767820638196195j),(-2.4207580373038766+3.0032500320436952j),(-1.0777463509264957+2.4584941722175477j)
40,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-10000+0j),(-0-0j),(2.420758037303875-3.003250032043694j),(-11.447227878455905+8.090606867182348j),(2.420758037303874-3.0032500320436917j),0j,0j,0j,0j,0j,0j,(-2.420758037303875+3.003250032043694j),(10011.447227878456-8.090606867182348j),(-2.420758037303874+3.0032500320436917j)
41,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-10000+0j),(1.0777463509264917-2.458494172217545j),(2.4207580373038735-3.0032500320436943j),(-10.318622281694813+7.767820638196192j),0j,0j,0j,0j,0j,0j,(-1.0777463509264917+2.458494172217545j),(-2.4207580373038735+3.0032500320436943j),(10010.318622281695-7.767820638196192j)
