,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
11,0j,0j,0j,0j,0j,0j,(7.4049945622157045-5.849696242789849j),(3.765780442252017-4.784639364502972j),(-17.960450907764265+24.52415039231319j),(-7.4049945622157045+5.849696242789849j),(-3.765780442252017+4.784639364502972j),(24.294424036363115-36.04046517158382j),(-0-0j),(-0-0j),(-6.333973128598849+11.516314779270633j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
12,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-6.333973128598849+11.516314779270633j),(-0-0j),(-0-0j),(6.333973128598849-11.516314779270633j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
13,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-6.333973128598849+11.516314779270633j),(-0-0j),(-0-0j),(6.333973128598849-11.516314779270633j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
14,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-6.333973128598849+11.516314779270633j),(-0-0j),(-0-0j),(6.333973128598849-11.516314779270633j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
15,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
16,0j,0j,0j,0j,0j,0j,(-0-0j),(-14.900258797373924+13.862658082558667j),(5.000071184446472-2.075306332593719j),0j,0j,0j,0j,0j,0j,(-0-0j),(39.73402345966378-36.967088220156434j),(-13.33352315852392+5.534150220249916j),(-0-0j),(-24.833764662289855+23.104430137597767j),(8.333451974077448-3.4588438876561973j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
17,0j,0j,0j,0j,0j,0j,(-0-0j),(5.000071184446468-2.075306332593718j),(-15.00382178420437+13.799363572315473j),0j,0j,0j,0j,0j,0j,(-0-0j),(-13.33352315852391+5.534150220249911j),(40.01019142454498-36.79830285950792j),(-0-0j),(8.333451974077443-3.4588438876561924j),(-25.00636964034061+22.99893928719245j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
18,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
19,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-24.833764662289855+23.104430137597767j),(8.333451974077448-3.4588438876561973j),(-0-0j),(24.833764662289855-23.104430137597767j),(-8.333451974077448+3.4588438876561973j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
20,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(8.333451974077443-3.4588438876561924j),(-25.00636964034061+22.99893928719245j),(-0-0j),(-8.333451974077443+3.4588438876561924j),(25.00636964034061-22.99893928719245j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
21,(-2958.6497213799553+29705.31848775056j),(-0-0j),(-0-0j),0j,0j,0j,(-3.9634035696384444+11.423771545554143j),(1.6816107315825717-4.223573180907788j),(0.920861519375454-3.15729097734393j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2962.613124949594-29716.742259296112j),(-1.6816107315825717+4.223573180907788j),(-0.920861519375454+3.15729097734393j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
22,(-0-0j),(-2958.6497213799553+29705.31848775056j),(-0-0j),0j,0j,0j,(1.6816107315825748-4.223573180907791j),(-3.470502612198881+10.825151804946042j),(0.437156037309763-2.4113624995517213j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6816107315825748+4.223573180907791j),(2962.120223992154-29716.143639555507j),(-0.437156037309763+2.4113624995517213j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
23,(-0-0j),(-0-0j),(-2958.6497213799553+29705.31848775056j),0j,0j,0j,(0.9208615193754562-3.1572909773439273j),(0.43715603730976327-2.411362499551725j),(-3.0690379305905555+10.212355800552631j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.9208615193754562+3.1572909773439273j),(-0.43715603730976327+2.411362499551725j),(2961.718759310546-29715.53084355111j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
24,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(14.851972432979583-5.668641098442263j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,(-14.851972432979583+5.668641098442263j),(-0-0j),(-0-0j),0j,0j,0j
25,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j
26,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j
27,0j,0j,0j,0j,0j,0j,(-3.963404825244695+11.423775164604958j),(1.6816112643168517-4.2235745189357665j),(0.9208618111043821-3.1572919775737054j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(34647.923976626815-57.375748393311014j),(-5.044832727481995+12.670720880751343j),(-11.096036823932728+12.930717819917762j),0j,0j,0j,(-7.926807139276889+22.847543091108285j),(3.3632214631651434-8.447146361815577j),(1.841723038750908-6.31458195468786j),(-24.83376466228986+23.10443013759777j),(-0-0j),(8.333451974077438-3.4588438876561955j),(-34611.200000000004+0j),(-0-0j),(-0-0j)
28,0j,0j,0j,0j,0j,0j,(1.6816112643168533-4.223574518935772j),(-3.4705037116541075+10.825155234354122j),(0.43715617580079685-2.4113632634713604j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.044832727482003+12.670720880751354j),(34621.611508936054-32.475458844246205j),(-1.3114682504203228+7.234088262574803j),0j,0j,0j,(3.3632214631651496-8.447146361815582j),(-6.941005224397762+21.650303609892084j),(0.874312074619526-4.822724999103443j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-34611.200000000004+0j),(-0-0j)
29,0j,0j,0j,0j,0j,0j,(0.920861811104384-3.1572919775737076j),(0.4371561758007956-2.411363263471362j),(-3.0690389028617706+10.212359035826939j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-11.096036823932739+12.930717819917763j),(-1.3114682504203221+7.2340882625748115j),(34645.41348440439-53.63600992412466j),0j,0j,0j,(1.8417230387509125-6.3145819546878545j),(0.8743120746195265-4.82272499910345j),(-6.138075861181111+20.424711601105262j),(8.333451974077443-3.4588438876562013j),(-0-0j),(-25.00636964034061+22.998939287192457j),(-0-0j),(-0-0j),(-34611.200000000004+0j)
30,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(35.71398995161957-26.88535936727363j),(-8.378534058073221+10.394608750907095j),(-3.730209450118707+8.5091433493456j),0j,0j,0j,0j,0j,0j,(-35.71398995161957+26.88535936727363j),(8.378534058073221-10.394608750907095j),(3.730209450118707-8.5091433493456j)
31,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.378534058073187+10.394608750907079j),(39.6202293546813-28.002561240142178j),(-8.378534058073177+10.394608750907075j),0j,0j,0j,0j,0j,0j,(8.378534058073187-10.394608750907079j),(-39.6202293546813+28.002561240142178j),(8.378534058073177-10.394608750907075j)
32,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.7302094501187+8.509143349345598j),(-8.378534058073178+10.39460875090707j),(35.713989951619546-26.88535936727362j),0j,0j,0j,0j,0j,0j,(3.7302094501187-8.509143349345598j),(8.378534058073178-10.39460875090707j),(-35.713989951619546+26.88535936727362j)
33,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-7.926807139276889+22.847543091108285j),(3.3632214631651434-8.447146361815577j),(1.841723038750908-6.31458195468786j),0j,0j,0j,(7.926807139276889-22.847543091108285j),(-3.3632214631651434+8.447146361815577j),(-1.841723038750908+6.31458195468786j),0j,0j,0j,0j,0j,0j
34,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(3.3632214631651496-8.447146361815582j),(-6.941005224397762+21.650303609892084j),(0.874312074619526-4.822724999103443j),0j,0j,0j,(-3.3632214631651496+8.447146361815582j),(6.941005224397762-21.650303609892084j),(-0.874312074619526+4.822724999103443j),0j,0j,0j,0j,0j,0j
35,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.8417230387509125-6.3145819546878545j),(0.8743120746195265-4.82272499910345j),(-6.138075861181111+20.424711601105262j),0j,0j,0j,(-1.8417230387509125+6.3145819546878545j),(-0.8743120746195265+4.82272499910345j),(6.138075861181111-20.424711601105262j),0j,0j,0j,0j,0j,0j
36,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-14.851972432979583+5.668641098442263j),(-0-0j),(-0-0j),(-24.83376466228986+23.10443013759777j),(-0-0j),(8.333451974077438-3.4588438876561955j),0j,0j,0j,0j,0j,0j,(39.685737095269445-28.773071236040032j),(-0-0j),(-8.333451974077438+3.4588438876561955j),0j,0j,0j
37,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),(-0-0j),0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),0j,0j,0j
38,0j,0j,0j,(-0-0j),(-0-0j),(-22.601112500805453+22.912277381007637j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-0-0j),(8.333451974077443-3.4588438876562013j),(-0-0j),(-25.00636964034061+22.998939287192457j),0j,0j,0j,0j,0j,0j,(-8.333451974077443+3.4588438876562013j),(-0-0j),(47.607482141146065-45.9112166682001j),0j,0j,0j
39,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-34611.200000000004+0j),(-0-0j),(-0-0j),(-35.71398995161957+26.88535936727363j),(8.378534058073221-10.394608750907095j),(3.730209450118707-8.5091433493456j),0j,0j,0j,0j,0j,0j,(34646.91398995162-26.88535936727363j),(-8.378534058073221+10.394608750907095j),(-3.730209450118707+8.5091433493456j)
40,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-34611.200000000004+0j),(-0-0j),(8.378534058073187-10.394608750907079j),(-39.6202293546813+28.002561240142178j),(8.378534058073177-10.394608750907075j),0j,0j,0j,0j,0j,0j,(-8.378534058073187+10.394608750907079j),(34650.820229354686-28.002561240142178j),(-8.378534058073177+10.394608750907075j)
41,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0-0j),(-0-0j),(-34611.200000000004+0j),(3.7302094501187-8.509143349345598j),(8.378534058073178-10.39460875090707j),(-35.713989951619546+26.88535936727362j),0j,0j,0j,0j,0j,0j,(-3.7302094501187+8.509143349345598j),(-8.378534058073178+10.39460875090707j),(34646.91398995162-26.88535936727362j)
